date,agegroup,hosp
2022-02-19,0-17,6.85714285714286
2022-02-19,18-49,20.4285714285714
2022-02-19,50-64,18.7857142857143
2022-02-19,65+,40.6428571428572
2022-02-26,0-17,4.57142857142857
2022-02-26,18-49,16
2022-02-26,50-64,13
2022-02-26,65+,30.1428571428571
2022-03-05,0-17,3.57142857142857
2022-03-05,18-49,10
2022-03-05,50-64,7.78571428571429
2022-03-05,65+,19.5
2022-03-12,0-17,3.42857142857143
2022-03-12,18-49,7
2022-03-12,50-64,8.35714285714286
2022-03-12,65+,14.6428571428571
2022-03-19,0-17,1.42857142857143
2022-03-19,18-49,5.42857142857143
2022-03-19,50-64,5.64285714285714
2022-03-19,65+,9.21428571428571
2022-03-26,0-17,1.14285714285714
2022-03-26,18-49,3.85714285714286
2022-03-26,50-64,4.28571428571429
2022-03-26,65+,9.71428571428571
2022-04-02,0-17,2
2022-04-02,18-49,5.28571428571429
2022-04-02,50-64,3.5
2022-04-02,65+,6.5
2022-04-09,0-17,2.71428571428571
2022-04-09,18-49,3
2022-04-09,50-64,3.85714285714286
2022-04-09,65+,5.85714285714286
2022-04-16,0-17,1.85714285714286
2022-04-16,18-49,2.85714285714286
2022-04-16,50-64,3.71428571428571
2022-04-16,65+,8.14285714285714
2022-04-23,0-17,2.71428571428571
2022-04-23,18-49,6.28571428571429
2022-04-23,50-64,5.85714285714286
2022-04-23,65+,12.5714285714286
2022-04-30,0-17,2.14285714285714
2022-04-30,18-49,6.85714285714286
2022-04-30,50-64,3.78571428571429
2022-04-30,65+,13.5
2022-05-07,0-17,2.85714285714286
2022-05-07,18-49,9.42857142857143
2022-05-07,50-64,6.35714285714286
2022-05-07,65+,19.0714285714286
2022-05-14,0-17,3
2022-05-14,18-49,9.57142857142857
2022-05-14,50-64,6.14285714285714
2022-05-14,65+,18.5714285714286
2022-05-21,0-17,3.28571428571429
2022-05-21,18-49,12.5714285714286
2022-05-21,50-64,9.64285714285714
2022-05-21,65+,24.0714285714286
2022-05-28,0-17,4.42857142857143
2022-05-28,18-49,13.8571428571429
2022-05-28,50-64,9.14285714285714
2022-05-28,65+,27
2022-06-04,0-17,5.57142857142857
2022-06-04,18-49,17
2022-06-04,50-64,11.7857142857143
2022-06-04,65+,36.3571428571429
2022-06-11,0-17,5.14285714285714
2022-06-11,18-49,34.5714285714286
2022-06-11,50-64,16.2142857142857
2022-06-11,65+,44.0714285714286
2022-06-18,0-17,3.42857142857143
2022-06-18,18-49,21.4285714285714
2022-06-18,50-64,16.0714285714286
2022-06-18,65+,44.3571428571429
2022-06-25,0-17,4.85714285714286
2022-06-25,18-49,22.7142857142857
2022-06-25,50-64,16.2142857142857
2022-06-25,65+,41.5
2022-07-02,0-17,5.28571428571429
2022-07-02,18-49,22.1428571428571
2022-07-02,50-64,15.5714285714286
2022-07-02,65+,47.5714285714286
2022-07-09,0-17,4.14285714285714
2022-07-09,18-49,28.2857142857143
2022-07-09,50-64,20.6428571428571
2022-07-09,65+,50.3571428571429
2022-07-16,0-17,9.57142857142857
2022-07-16,18-49,21.1428571428571
2022-07-16,50-64,14.5
2022-07-16,65+,46.7857142857143
2022-07-23,0-17,5.71428571428571
2022-07-23,18-49,22.1428571428571
2022-07-23,50-64,15.1428571428571
2022-07-23,65+,43.1428571428572
2022-07-30,0-17,4.14285714285714
2022-07-30,18-49,16.4285714285714
2022-07-30,50-64,14.5714285714286
2022-07-30,65+,39.7142857142857
2022-08-06,0-17,2.14285714285714
2022-08-06,18-49,19.8571428571429
2022-08-06,50-64,13.7142857142857
2022-08-06,65+,36.1428571428572
2022-08-13,0-17,3.14285714285714
2022-08-13,18-49,16.1428571428571
2022-08-13,50-64,11.0714285714286
2022-08-13,65+,35.5
2022-08-20,0-17,2.42857142857143
2022-08-20,18-49,13.7142857142857
2022-08-20,50-64,10.5
2022-08-20,65+,27.5
2022-08-27,0-17,3
2022-08-27,18-49,11.7142857142857
2022-08-27,50-64,9.57142857142857
2022-08-27,65+,28.2857142857143
2022-09-03,0-17,4
2022-09-03,18-49,10
2022-09-03,50-64,11.6428571428571
2022-09-03,65+,24.6428571428571
2022-09-10,0-17,3.57142857142857
2022-09-10,18-49,9.71428571428571
2022-09-10,50-64,8.92857142857143
2022-09-10,65+,22.2142857142857
2022-09-17,0-17,2.42857142857143
2022-09-17,18-49,9.28571428571429
2022-09-17,50-64,7.71428571428571
2022-09-17,65+,26.4285714285714
2022-09-24,0-17,2.14285714285714
2022-09-24,18-49,6.28571428571429
2022-09-24,50-64,8
2022-09-24,65+,21.4285714285714
2022-10-01,0-17,2.42857142857143
2022-10-01,18-49,8.28571428571429
2022-10-01,50-64,6
2022-10-01,65+,21.7142857142857
2022-10-08,0-17,1.71428571428571
2022-10-08,18-49,6.85714285714286
2022-10-08,50-64,5.78571428571429
2022-10-08,65+,19.2142857142857
2022-10-15,0-17,2.28571428571429
2022-10-15,18-49,7.85714285714286
2022-10-15,50-64,6.21428571428571
2022-10-15,65+,21.5
2022-10-22,0-17,1.57142857142857
2022-10-22,18-49,6.42857142857143
2022-10-22,50-64,9.5
2022-10-22,65+,25.5
2022-10-29,0-17,3.28571428571429
2022-10-29,18-49,10.7142857142857
2022-10-29,50-64,9.85714285714286
2022-10-29,65+,29.7142857142857
2022-11-05,0-17,2.85714285714286
2022-11-05,18-49,16
2022-11-05,50-64,12.7142857142857
2022-11-05,65+,40.1428571428572
2022-11-12,0-17,6.14285714285714
2022-11-12,18-49,14.7142857142857
2022-11-12,50-64,14.0714285714286
2022-11-12,65+,49.9285714285714
2022-11-19,0-17,6.14285714285714
2022-11-19,18-49,21.1428571428571
2022-11-19,50-64,19.0714285714286
2022-11-19,65+,52.5
2022-11-26,0-17,4.71428571428571
2022-11-26,18-49,23.4285714285714
2022-11-26,50-64,21.7857142857143
2022-11-26,65+,62.5
2022-12-03,0-17,4.85714285714286
2022-12-03,18-49,26.1428571428571
2022-12-03,50-64,23
2022-12-03,65+,67.2857142857143
2022-12-10,0-17,4.57142857142857
2022-12-10,18-49,20.2857142857143
2022-12-10,50-64,20.3571428571429
2022-12-10,65+,53.9285714285714
2022-12-17,0-17,4
2022-12-17,18-49,12.4285714285714
2022-12-17,50-64,16
2022-12-17,65+,50.2857142857143
2022-12-24,0-17,4
2022-12-24,18-49,12.4285714285714
2022-12-24,50-64,13.2142857142857
2022-12-24,65+,51.3571428571429
2022-12-31,0-17,4.28571428571429
2022-12-31,18-49,11.4285714285714
2022-12-31,50-64,11.0714285714286
2022-12-31,65+,46.9285714285714
2023-01-14,0-17,3.14285714285714
2023-01-14,18-49,8.28571428571429
2023-01-14,50-64,6
2023-01-14,65+,27.5714285714286
2023-01-21,0-17,2
2023-01-21,18-49,8.28571428571429
2023-01-21,50-64,6.78571428571429
2023-01-21,65+,23.6428571428571
2023-01-28,0-17,2.71428571428571
2023-01-28,18-49,8.57142857142857
2023-01-28,50-64,6.42857142857143
2023-01-28,65+,21.1428571428571
2023-02-04,0-17,3.28571428571429
2023-02-04,18-49,7.71428571428571
2023-02-04,50-64,7.42857142857143
2023-02-04,65+,22.1428571428571
2023-02-11,0-17,3.57142857142857
2023-02-11,18-49,9.85714285714286
2023-02-11,50-64,8.28571428571429
2023-02-11,65+,22.7142857142857
2023-02-18,0-17,3.28571428571429
2023-02-18,18-49,7.57142857142857
2023-02-18,50-64,8.42857142857143
2023-02-18,65+,28.1428571428571
2023-02-25,0-17,3.71428571428571
2023-02-25,18-49,10.4285714285714
2023-02-25,50-64,8.14285714285714
2023-02-25,65+,28
2023-03-04,0-17,3.42857142857143
2023-03-04,18-49,9.57142857142857
2023-03-04,50-64,10.2142857142857
2023-03-04,65+,25.3571428571429
2023-03-11,0-17,2.71428571428571
2023-03-11,18-49,7.85714285714286
2023-03-11,50-64,7.07142857142857
2023-03-11,65+,26.6428571428571
2023-03-18,0-17,2.85714285714286
2023-03-18,18-49,7.28571428571429
2023-03-18,50-64,7.71428571428571
2023-03-18,65+,27
2023-03-25,0-17,2.57142857142857
2023-03-25,18-49,6.71428571428571
2023-03-25,50-64,8.42857142857143
2023-03-25,65+,25.2857142857143
2023-04-01,0-17,2.28571428571429
2023-04-01,18-49,7
2023-04-01,50-64,6
2023-04-01,65+,23.2857142857143
2023-04-08,0-17,1.57142857142857
2023-04-08,18-49,6.57142857142857
2023-04-08,50-64,6.64285714285714
2023-04-08,65+,20.5
2023-04-15,0-17,1.71428571428571
2023-04-15,18-49,6
2023-04-15,50-64,6.71428571428571
2023-04-15,65+,24.8571428571429
2023-04-22,0-17,0.428571428571429
2023-04-22,18-49,4.85714285714286
2023-04-22,50-64,5.71428571428571
2023-04-22,65+,19.2857142857143
2023-04-29,0-17,1.14285714285714
2023-04-29,18-49,2.57142857142857
2023-04-29,50-64,4
2023-04-29,65+,13.8571428571429
2023-05-06,0-17,0.571428571428571
2023-05-06,18-49,4.14285714285714
2023-05-06,50-64,4.07142857142857
2023-05-06,65+,15.7857142857143
2023-05-13,0-17,1
2023-05-13,18-49,2.85714285714286
2023-05-13,50-64,1.92857142857143
2023-05-13,65+,14.7857142857143
2023-05-20,0-17,0.571428571428571
2023-05-20,18-49,3.57142857142857
2023-05-20,50-64,3.71428571428571
2023-05-20,65+,12.5714285714286
2023-05-27,0-17,0.714285714285714
2023-05-27,18-49,3.28571428571429
2023-05-27,50-64,2.92857142857143
2023-05-27,65+,11.5
2023-06-03,0-17,0.857142857142857
2023-06-03,18-49,2.71428571428571
2023-06-03,50-64,2.07142857142857
2023-06-03,65+,9.64285714285714
2023-06-10,0-17,0.428571428571429
2023-06-10,18-49,2.28571428571429
2023-06-10,50-64,2.64285714285714
2023-06-10,65+,9.21428571428571
2023-06-17,0-17,0.285714285714286
2023-06-17,18-49,1.85714285714286
2023-06-17,50-64,1.42857142857143
2023-06-17,65+,7.71428571428571
2023-06-24,0-17,0.571428571428571
2023-06-24,18-49,1.71428571428571
2023-06-24,50-64,1.85714285714286
2023-06-24,65+,9.28571428571429
2023-07-01,0-17,0.428571428571429
2023-07-01,18-49,1.42857142857143
2023-07-01,50-64,2.42857142857143
2023-07-01,65+,8.42857142857143
2023-07-08,0-17,0.428571428571429
2023-07-08,18-49,1.85714285714286
2023-07-08,50-64,0.857142857142857
2023-07-08,65+,5.42857142857143
2023-07-15,0-17,0.142857142857143
2023-07-15,18-49,1.14285714285714
2023-07-15,50-64,1.64285714285714
