"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location"
"0-17",1,-14.9742636427473,-0.0116565767514041,0.00546403573596798,-7.98452806110633e-05,2.7611028910629e-05,0.000193657129096622,-0.000277049015825407,0.000179485931770802,-1.87468566186184e-05,-8.11165564197126e-05,0.000128173660524706,-0.000122528553656166,6.05587598016401e-05,-8.04630063962111e-06,8.71803754219593e-06,2.01809341075248e-05,-0.000126589575856193,0.000193042169246449,-0.000163982218264471,9.44726228428018e-05,-2.85697500081189e-05,1.49283978432118e-06,-7.16496140253247e-06,2.63021517997385e-06,3.31279380268658e-05,-5.06755144726456e-05,2.19905542255755e-05,-2.35243895970962e-05,9.18819265436982e-06,0.000114716118509819,-0.000186970403720353,0.000104571349976191,-1.95760497913118e-05,7.64870844724656e-07,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,531.666666666667,580,604.166666666667,628.333333333333,652.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1
"18-49",1,-7.47802424833813,0.0184362606409468,0.000791728046378639,-1.47430763459313e-05,7.4000267497584e-05,-0.000136166794419121,0.00011298615613173,-3.42340769612305e-05,-1.01469292617196e-05,9.19364645638872e-06,-6.67605974617791e-06,1.71400952465221e-06,1.45413833743542e-05,-1.11034519815231e-05,6.1408054609449e-07,8.61524631183104e-06,-2.0136930289248e-05,1.25330479364785e-05,8.14821455463888e-07,-2.21111806347221e-05,-2.52619314118943e-05,0.000216094618770887,-0.000325915449160597,0.000215403657094297,-7.41706784050713e-05,1.50053882436619e-05,-8.47458553559635e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,362.5,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-7.33989825322528,-0.01211635095875,0.00255693110397003,-3.83453074285656e-05,1.90682858349393e-05,8.88462180219812e-05,-0.000176467757027587,0.000190528014193111,-0.00012011706937883,5.52912208370874e-05,-8.24081895111747e-06,-4.09655536018133e-05,4.04700142438111e-05,-2.14657209150824e-06,-9.65597214870362e-06,1.31568555789942e-05,-3.13094671095678e-06,-3.00995360975783e-05,2.66246845373465e-05,-1.73864607570382e-05,6.55930016821708e-06,5.96924655032395e-05,-0.000128984975659491,0.00011373162565172,-4.22716755295626e-05,2.22771733584017e-06,4.79316951243494e-06,-3.54433366010426e-05,1.27351590440587e-05,0.00015667664811697,-0.000268224519642328,0.000180685908310567,-6.12258681498986e-05,1.23118542453299e-05,-6.90879908758631e-07,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,749.166666666667,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1
"65+",1,-8.89448382857932,0.021436846402163,0.00762550363883282,-0.000148559451511225,0.00017102191868152,-4.47232139182768e-06,-1.61516204280312e-05,-1.14920258460266e-05,3.32944277989036e-06,3.51450811046836e-05,-5.47640938619631e-05,2.77104637697205e-05,-3.05071226595557e-07,-5.930359594852e-06,4.48010921645732e-05,-0.000100075882684525,2.31896308972263e-05,0.000211836058690266,-0.000328700032174729,0.000208635441978314,-6.76953315650927e-05,1.32144718059694e-05,-7.36861887171938e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,193.333333333333,217.5,241.666666666667,265.833333333333,290,338.333333333333,459.166666666667,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.9234667134375,0.0685714450275359,-0.00662710443862128,0.000148512603952565,-0.000209969551309736,1.8337399878589e-05,0.000166258169065284,-0.000246055028302418,0.000162686492493083,-1.75286761352938e-05,-7.25401268083174e-05,0.000124518755306647,-0.000134696419168658,7.51654493805874e-05,-7.28351711025354e-06,5.85274321010192e-06,-8.10951972392706e-06,-5.91257156148436e-05,0.000118766239881294,-0.000125625462607568,9.79226783717181e-05,-3.91474122543904e-05,1.24860043811644e-06,1.00798584713426e-06,5.81904606023893e-06,-1.69873178834616e-05,4.55242497984814e-06,8.07849930029692e-05,-0.00013982449847124,7.93179605223636e-05,-1.44468460930786e-05,5.86386308467719e-07,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,604.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-14.5980134491738,-0.364249718935402,0.0443959677092126,-0.000822789660675154,0.00104313439896577,-0.000227195715381126,1.09938938088586e-05,-2.42555438508369e-05,2.61658316857973e-05,-1.53527359610283e-06,-1.95440409081489e-05,1.66546916332798e-05,-8.89955483072487e-07,-1.65180826403589e-05,3.04809973329089e-05,-1.51718374365645e-05,7.06686028607551e-07,8.04189031442072e-06,-2.22713641586819e-05,1.57662030412933e-05,-1.27133268835012e-05,4.6785929270967e-06,8.55923255160882e-05,-0.000149997804619357,8.59317272819115e-05,-1.59028317285128e-05,6.3576024058222e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,362.5,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.8280402646542,-0.223527683042658,0.0371655174848247,-0.000719118568330382,0.000947391614619465,-0.000246979750486641,1.25601854147724e-05,-3.60010741399664e-06,1.64359204288047e-05,-1.36218094760401e-06,-2.96549506094818e-05,3.26351868243443e-05,-1.97069538225175e-06,-7.59880548534784e-06,7.81607496826525e-06,-1.78491594939586e-06,-1.50783851553399e-05,1.07140740404181e-05,5.13238600756644e-06,-2.01346560479859e-06,-1.82540437489817e-05,1.64509432767151e-05,9.53794092471036e-07,-3.5876128448995e-06,-9.9985400175676e-06,-2.03220914394487e-05,0.000138846696427145,-0.000191744608447394,0.00010231758461643,-1.89409696425581e-05,7.52311037034145e-07,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,265.833333333333,290,410.833333333333,435,459.166666666667,483.333333333333,580,604.166666666667,628.333333333333,652.5,749.166666666667,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-14.4209476406865,-0.400221778607575,0.0417307598328514,-0.00073084374116628,0.000895601964875396,-0.000210359849244984,8.0545111196884e-05,-3.45333396439441e-05,1.28415868831743e-06,-1.06008401453644e-05,9.61303044814257e-06,-8.1973710574356e-06,7.43470756387157e-06,6.3591827914616e-05,-0.000189850992363697,0.000230831122783722,-0.000170712432267878,0.000132671268558712,-0.0001332784569735,0.000107249258099779,-1.37973364953143e-05,-9.8349477319696e-05,9.96656171893213e-05,-6.41064026276109e-06,-4.22241853732434e-05,2.45564839091266e-05,-2.4115400125311e-06,6.12633693579483e-06,-1.37868794866843e-05,-8.66939251017661e-05,0.00029833851800115,-0.000371449045230141,0.000229533419681518,-7.85780005585649e-05,1.59719355519849e-05,-9.34316761985898e-07,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,217.5,241.666666666667,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,725,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1
"0-17",3,-14.063393931143,-0.0019263100767829,2.06869445631288e-05,-5.71474190711842e-08,8.36261228916148e-07,8.1283493027004e-06,-5.54648656251018e-05,0.000174672815513388,-0.000224460216277292,2.20344284921046e-05,0.000167255798467197,-0.000100529188463159,5.49214467232967e-06,4.35328047622624e-05,-0.000122293136921647,0.000147174540940187,-9.82384279222218e-05,1.56552153238951e-05,8.38766121457865e-05,-0.000119037392974904,5.37057456188774e-05,-1.75546837811853e-06,-1.058160098091e-05,-3.98506312390018e-05,0.000195858847397458,-0.000273345949022886,0.000176145050554127,-6.02352263872996e-05,1.21738534782225e-05,-6.91355782367283e-07,0,0,0,0,0,0,0,0,0,0,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.808184506582,-0.00510036688738855,9.3132038827936e-05,-4.27016693457257e-07,-1.02333548145305e-06,4.00299467630064e-06,9.92462369807474e-06,-6.95365749542278e-05,0.000197747962583082,-0.000280319379545229,0.000170556171361049,-1.32150272403844e-05,-3.03538856389948e-05,1.3369829418234e-05,7.6045051693312e-06,-9.49270123732939e-06,1.18960007168115e-06,2.62961926788958e-05,-6.81785782784408e-05,5.82203812181035e-05,-1.56860588393312e-05,1.22674416274313e-06,-2.99541212478078e-06,-8.48570393457507e-06,-2.55268901522685e-05,0.000160744626496314,-0.000241484741299133,0.000160554364090629,-5.52422147921739e-05,1.11551556514697e-05,-6.23905711040821e-07,0,0,0,0,0,0,0,0,0,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1
